id,title,note,excerpt,url,tags,created,cover,highlights,favorite
365258892,Hyperlite Mountain Gear 1800 Stuff Pack Ultralight 30L Backpack,,"The perfect addition to another pack for a variety of backpacking or camping activities.
Like the kid on the bench that hasn’t played the entire game, but comes out in the end with a touchdown, the Stuff Pack can be full of surprises. A very versatile addition to any bigger pack.",https://www.hyperlitemountaingear.com/products/stuff-pack,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/3004/4846/products/hyperlite-mountain-gear-packs-stuff-pack-18174943264813.jpg?v=1628073651,,false
365258891,Tortuga Outbreaker Backpack,,"Suitcases aren't made for city travel. Good luck dragging a heavy roller bag over cobblestone streets and up a few flights of stairs to your Airbnb.Hiking backpacks aren't much better. They're too big to be carried on and too disorganized to work well as luggage.You need a travel backpack that combines the best parts of suitcases and hiking bags without the drawbacks. You need a bag that packs like a suitcase and carries like a backpack.Like a suitcase, a travel backpack is carry-on-sized, organized, and easy to access.Travel LightBy traveling carry on only, you'll save money on baggage fees and never waste your time standing around at the baggage carousel hoping your bag shows up.You'll just breeze through the airport and be on your way.The Outbreaker comes in two sizes: 35L for maxing out international carry on limits and 45L for maxing out US carry on limits.Stay OrganizedA front-loading bag opens like a suitcase so you can organize your stuff and quickly grab whatever you need.A travel backpack is comfortable and durable, like a hiking backpack.Save Your ShouldersSince you're carrying everything on your back, you need a good suspension system to manage the weight. The Outbreaker Backpack's height-adjustable shoulder straps adjust up or down for the perfect fit on your body. The hip belt will transfer 80% of your pack's weight from your shoulders to your hips to prevent neck and shoulder strain.Built for the RoadYour bag must be built to make it around the world. The Outbreaker Backpack's VX21 sailcloth fabric was originally developed for racing boat sails. The waterproof fabric will protect your clothes and electronics and is tough enough to never rip or tear. The best-in-class YKK zippers won't break and give you additional weather protection.""[A] nearly perfect blend of backpack and luggage"" —The Wirecutter",https://www.tortugabackpacks.com/products/outbreaker-travel-backpack?variant=26900597193,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0049/1212/products/OBK-35L.jpg?v=1632357799,,false
365258890,Bags | Huckberry,,"Shop men's bags for adventures near and far. Free US Shipping $75+, Free Returns, Best Price Guaranteed.",https://huckberry.com/store/t/category/everyday-carry/bags,,2022-02-13T21:41:06.000Z,https://rdl.ink/render/https%3A%2F%2Fhuckberry.com%2Fstore%2Ft%2Fcategory%2Feveryday-carry%2Fbags,,false
365258889,Able Carry,,"Able Carry builds modern, technical backpacks for everyday carry.",https://ablecarry.com,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0028/1971/9281/files/Able_Carry_Logo_200x-01_1.png?height=628&pad_color=ffffff&v=1588052447&width=1200,,false
365258888,Backpack V2 | rofmia,,"¥ 80,000  ( Japanese tax included ¥ 88,000 )  Backpack V2 seamlessly connects small daily trips with large travel trips.  Effectively deploys 2.92 ounces and 5.0 ounces of DCF for ultra-lightweight yet high capacity and high durability. A separate PC space makes it easy to switch between work and play. A new roll-top feature with one-touch Fidlock makes opening and closing smoother.  * Image attachment parts are not included.   ""Shift"" connects the city and nature. Lightweight and minimalist design further refines urban activities. High water resistance and durability cope with unexpected situations in nature. The texture of Japanese paper, which becomes softer as you use it, blends into the city, nature, and various landscapes. You can work comfortably in any environment with one bag and shift your actions immediately.",https://en.rofmia.com/product-page/backpack-v2,,2022-02-13T21:41:06.000Z,"https://static.wixstatic.com/media/d088a3_55a2d2c1c7f141eda44623a190edc37e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,false
365258887,Daily Backpack | Able Carry,,"The Able Carry Daily Backpack is built with the modern workplace in mind. 20L of storage, protective laptop sleeve and designed for comfort on the go, the Daily carries all you need to do what you love, anywhere. 💻 Fits most 15"" devices.🧵 XPAC Fabric or Corudura 1000D Nylon Specs  H48 x W28 x D19 cm  H19"" x W11"" x D7.5"" 20 L 0.9 kg / 2.1lb",https://ablecarry.com/products/daily-backpack?variant=31828597080177,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0028/1971/9281/products/Deep_Black1_Right_f3b54a03-c494-45e5-bfb6-5ea1322e6a0a.png?v=1632129505,,false
365258886,Waterproof Urban Backpacks | Black Ember,,Technical waterproof urban backpacks for your commute. Our packs keep you in performance comfort and your gear fully protected. Visit our Official Online Store.,https://blackember.com/pages/waterproof-urban-backpacks,,2022-02-13T21:41:06.000Z,https://rdl.ink/render/https%3A%2F%2Fblackember.com%2Fpages%2Fwaterproof-urban-backpacks,,false
365258885,Daypack - RND Edition - Black Dyneema - DSPTCH,,"Overview 
Designed as a lightweight daily carry bag, our Daypack is packed with features while also maintaining a commitment to the essentials.
This bag features a suspended laptop compartment, tablet sleeve, internal water bottle pockets, and a built-in cord management system.
The exterior features a water-repelling 5 oz. Dyneema Composite Fabric and the lining is 410D nylon pack cloth. YKK Matte Aquaguard zippers.
Mil spec webbing. Duraflex plastic hardware.
Laptop sleeve is designed for a 16"" device.

Made entirely in the USA.
Learn about our Lifetime Guarantee.
 Specs 
Exterior Fabric:
5.0 oz Dyneema Composite Fabric
Exterior Dimensions:
10"" x 18"" x 8""
Lining:
410D Nylon Packcloth with DWR coating
Weight:
2lb 8oz
Capacity:
22L
Laptop Compartment Dimensions:
9.5"" x 16"" x 1""
 Add-ons 
Recommended Add-ons:
 Accessory Cases
 Bottle Case
Camera Insert (L)
 Eye Glass Case
 Fidlock Key Chain
 Luggage Strap
 Gated D-Rings
 Utility Strap
 CapSnap
 Tac Link
 Shoe Straps
 Zipper Pulls
 Pack Shoulder Straps",https://www.dsptch.com/products/daypack-rnd-edition-black-dyneema,,2022-02-13T21:41:06.000Z,http://cdn.shopify.com/s/files/1/0095/2362/products/PCK-DP-RBD-A.jpg?v=1639778435,,false
365258884,Backpacks – Zpacks,,"Specifically designed for long-distance hikers, our ultralight backpacks are perfect for crushing miles on any trail. Our Dyneema®️ Composite Fabric is waterproof, comes with taped seams, and is the lightest option we carry. Our Robic®️ Fabric is a more rugged option with better abrasion resistance.",https://zpacks.com/collections/backpacks,,2022-02-13T21:41:06.000Z,http://cdn.shopify.com/s/files/1/0004/4652/9572/files/zpacks_crest_only_dark_blue_c0fa6183-640b-4f88-9a11-11a4aa270c89_1200x1200.png?v=1611252295,,false
365258883,Best Packable Duffel | WaterField Designs,,"For smart travelers, this lightweight, water-resistant Packable Duffel is the perfect extra bag. Its spacious interior expands 25% to hold additional items, and its lined interior cleans easily and withstands wear and tear. Double zipper pulls can be locked with a small luggage lock (lock not included). 
This is a community-designed product with input from customers. See the process from start to finish here. See the Packable Bags Collection here.",https://www.sfbags.com/products/packable-duffel,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0281/2796/products/Duffel-Lifestyles-9.jpg?v=1624645364,,false
365258882,"""PILOT"" TRAVEL CAMERA BACKPACK 20L - Handmade camera bags, backpacks, daily bags & watch straps | WOTANCRAFT",,,https://www.wotancraft.tw/en/product/pilot-travel-camera-backpack-20L-blackC,,2022-02-13T21:41:06.000Z,https://d2rg8qz2n54jhj.cloudfront.net/1920/_Pilot%20backpack_B.png,,false
365258881,CIVIC Access Pouch 2L - EVERGOODS,,"Intuitive, adaptive layout and exceptional materials and access make CIVIC Access Pouch 2L your go to do-it-all everyday organizer pouch.Easily fits inside all EVERGOODS backpacks.BATCH 1 Estimated ship date February 2022. SOLD OUT Jan 24th.  UPDATE - NEW ESTIMATE MID TO LATE MARCHNOW SELLING BATCH 2.  Estimated ship date June/July.NOTE - If you order with an in stock item we will not automatically ship your in stock items.  We offer free shipping on a single package shipped on orders at or above $189. To have your order split and to understand and subsequent shipping fees please send us a note to info@evergoods.us",https://evergoods.us/collections/packs/products/civic-access-pouch-2l?fbclid=PAAaaqFUVCObEyGpQZmn0D_qQgYRHPhLb_Jdb90fUxwZ0ijY__sC6o3qgQd2s_aem_AfwJNnz9Jv4pajHvLLCXTcqkNv2fEVDL0dc3ppqxfPRXC-uX6wSD0X8kPovrgWNlJZh0c8fE-GttGbwhfV3Y3q7oIb81L1uqccNt_QoXmXWlFS1ARjYwj6D93pe4X2opGak,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/1567/6353/products/Cap2whitewebsite.jpg?v=1603810103,,false
365258880,HANCHOR｜TUFA Ultralight Hiking Backpack,,"TUFA is an ultralight hiking backpack built especially for serious ultralight hikers. The Maximum capacity can load up to 40L, not including the space of front and side pockets.  • Adopt 100D Nylon PC coating ripstop fabric for main pack body (waterproofness 1500 mmH2O , Hydrolysis and Scrubbing resistant)  • Adopt X-Pac VX21 for pack bottom (A laminated fabric -200d nylon + black polyester x-ply + 0.25mil PET film +50d polyester taffeta backing, resulting in outstanding waterproofness and shearing strength for its weight) • Weatherproof roll top closure • Weatherproof stitching/construction to reduce rain leakage:     - The main vertical seam is bounded with grosgrain on the outside.     - Topstitched French seam is used for the roll top collar panel.     - Outer Lateral seam binding is folded downward  • Adjustable volume with roll top closure according to the gear loading  • Load-Lifter and removable Mpad back pad • A large front pleated pocket and two side pockets. All equips mesh at the bottom for water draining • Hydration port and inner buckle for hydration bladder • 12 Webbing loops for additional attachments • Accessory cords and strings for attaching gear outside the pack • ""hook and Strap"" could be added to attach sorts of gear onto the backpack.   Torso Spec • Torsos size:  Small(S): 15”~17” / Regular(R): 17~19"" / Large(L): 19”~21""  Padded Hilpbelt-P1 Spec  • Extra Small (XS): 23”~27” / Small (S): 27”~31"" / Medium (M): 31”~35"" /  Large (L): 35”~39""  Accessories in the package:  •  Removable Mpad Sleeping pad •  String type ultralight sternum strap •  Padded hipbelt-P1  •  Bungee loop*2/  String Loop*2",https://www.hanchor.com/products/Outdoor%20Series/TUFA%20Ultralight%20Hiking%20Backpack,,2022-02-13T21:41:06.000Z,https://www.hanchor.com/uploads/product_pic/pic/1087/new11.jpg,,false
365258879,Shop - Baileyworks,,,https://www.baileyworks.com/shop,,2022-02-13T21:41:06.000Z,,,false
365258878,Black Mile – The Mile One,,"The Mile One is designed to be the world’s best one bag travel bag. Through extensive research and development, choosing only the highest quality materials and components, it was refined over countless iterations to be your “go to” bag.We admit not everyone has the same attention to detail and eye for perfection. The M",https://blackmile.co/products/the-mile-one,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0067/6832/8756/products/the-mile-one.png?v=1603140495,,false
365258877,Urth Norite 24L Modular Camera Backpack | Urth US,,This sustainable backpack and camera insert combo is made from weatherproof recycled nylon to keep belongings safe. 5 trees are planted per product to help reforest the planet. Free shipping worldwide.,https://urth.co/products/24l-backpack-insert-combo,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0449/3859/2407/products/1-Urth-Norite-24L-Backpack-Combo-Black.jpg?v=1639087276,,false
365258876,Minaal | Bags & Gear for Life on the Move,,"Minaal creates travel bags, carry-on backpacks, and accessories for both work and adventure – all designed to help you feel at home everywhere.",http://www.minaal.com,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0281/4984/files/DSC04758_c2b45b94-ae13-4186-b477-ec0c62ad70a4.jpg?v=1642374240,,false
365258875,Invisible Bags - shop all — OPPOSETHIS,,,https://www.opposethis.com/collections/shop-all,,2022-02-13T21:41:06.000Z,,,false
365258874,"Aer | Modern gym bags, travel backpacks and laptop backpacks designed for city travel",,"Modern gym bags, travel backpacks and laptop backpacks designed for city travel.",https://www.aersf.com,,2022-02-13T21:41:06.000Z,http://static1.squarespace.com/static/5362a66ee4b05f0813543305/t/5362eab2e4b0f65b27936a07/1398991560403/aer_logo.png?format=1500w,,false
365258873,V1-TOTE-MOD — TONE CUSTOMS,,100% COTTON WASHED AND DRIED ON HOT IN MY BASEMENT NOTE: PIC INCLUDES HANDLE-WRAP ADDON     ADD-ONS:    HANDLE-WRAPS   KONG FROG   PETZL-UPGRADE      SPECS:  > STRAP LENGTH: 28”  > DIMENSIONS: 17” W x 14” H x 10” D  > ADD TO CART & CUSTOMIZE > APPROX WGT: 1.5 LBS,https://www.tone-customs.com/custom/v1-tote-mod?_kx=S-7tp73VkdxnGJcSCyrGfw_vSWk7-HrN5RRJ0WyWA_L_eGVms1lvVb7G-6WaU6Ur.TQyb8u,,2022-02-13T21:41:06.000Z,http://static1.squarespace.com/static/5abc287c1aef1d29f03d580a/5ad52ca370a6add3699aaaf3/61b0ea7054479e4b3286c673/1644334008491/IMG_7866.jpg?format=1500w,,false
365258872,ACTIVE PACK CORDURA COATED BLACK – WEXLEY JAPAN,,"フェイスにはナイロンの片面をポリウレタンでコーティングし耐水性を高めたPU素材を使用、サイドは軽さ、強度、耐水性のバランスが取れたコーデュラナイロンで設計されたアクティブパック。
16インチのラップトップが収納できる止水ジッパー付きのラップトップ用コンパートメントと、小物用ポケットも豊富なフロントのコンパートメントの2層式。出張や小旅行までをカバーできる、収納力に優れたバックパックです。",https://wexley.jp/products/active-pack-cordura-coated-black?variant=32395061133356,,2022-02-13T21:41:06.000Z,https://cdn.shopify.com/s/files/1/0330/0645/2780/products/4a615fa9-d81b-4ba4-b7cd-8e915c5de50a.png?v=1621325209,,false
